N1C1W1_A,50,100,25,25,0.19050000000042644
N1C1W1_B,50,100,31,31,0.24630000000058772
N1C1W1_C,50,100,21,20,0.20320000000140226
N1C1W1_D,50,100,28,28,0.22759999999877323
N1C1W1_E,50,100,26,26,0.20780000000009125
N1C1W1_F,50,100,27,27,0.21150000000069724
N1C1W1_G,50,100,25,25,0.1976999999993012
N1C1W1_H,50,100,31,31,0.22429999999928896
N1C1W1_I,50,100,25,25,0.22850000000040893
N1C1W1_J,50,100,26,26,0.19859999999916056
N1C1W1_K,50,100,26,26,0.20359999999897127
N1C1W1_L,50,100,33,33,0.22520000000092466
N1C1W1_M,50,100,30,30,0.2233999999994296
N1C1W1_N,50,100,26,25,0.1944000000015933
N1C1W1_O,50,100,32,32,0.23679999999970391
N1C1W1_P,50,100,26,26,0.2162999999999471
N1C1W1_Q,50,100,28,28,0.21800000000027353
N1C1W1_R,50,100,25,25,0.19690000000061048
N1C1W1_S,50,100,28,28,0.20879999999934284
N1C1W1_T,50,100,28,28,0.21019999999971617
N1C1W2_A,50,100,29,29,0.2300000000001745
N1C1W2_B,50,100,30,30,0.2232000000006451
N1C1W2_C,50,100,33,33,0.23650000000152716
N1C1W2_D,50,100,31,31,0.2411999999996084
N1C1W2_E,50,100,36,36,0.23890000000115208
N1C1W2_F,50,100,30,30,0.32269999999989807
N1C1W2_G,50,100,30,30,0.2164999999987316
N1C1W2_H,50,100,33,33,0.21010000000032392
N1C1W2_I,50,100,35,35,0.24069999999909442
N1C1W2_J,50,100,34,34,0.20759999999953038
N1C1W2_K,50,100,35,35,0.22689999999947474
N1C1W2_L,50,100,31,31,0.211799999998874
N1C1W2_M,50,100,30,30,0.20080000000000098
